idx	case	consumer	verdict	detail	b_sessions	s_sessions	b_cover	s_cover
468	arms/A3/c01-dead-ro/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
471	arms/A3/c01-dead-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
474	arms/A3/c01-dead-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	0	1	1
476	arms/A3/c01-dead-rw/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
479	arms/A3/c02-stale-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
482	arms/A3/c02-stale-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	0	1	1
484	arms/A3/c02-stale-ro/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
487	arms/A3/c02-stale-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
490	arms/A3/c02-stale-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	0	1	1
492	arms/A3/c02-stale-rw/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
495	arms/A3/c03-throttled-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
498	arms/A3/c03-throttled-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	0	1	1
500	arms/A3/c03-throttled-ro/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
503	arms/A3/c03-throttled-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
506	arms/A3/c03-throttled-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	0	1	1
508	arms/A3/c03-throttled-rw/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
511	arms/A3/c04-waiting-user-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
514	arms/A3/c04-waiting-user-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
516	arms/A3/c04-waiting-user-ro/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
519	arms/A3/c04-waiting-user-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
522	arms/A3/c04-waiting-user-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
524	arms/A3/c04-waiting-user-rw/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
527	arms/A3/c05-blocked-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
530	arms/A3/c05-blocked-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
532	arms/A3/c05-blocked-ro/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
535	arms/A3/c05-blocked-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
538	arms/A3/c05-blocked-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
540	arms/A3/c05-blocked-rw/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
543	arms/A3/c06-unanswered-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
546	arms/A3/c06-unanswered-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
548	arms/A3/c06-unanswered-ro/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
551	arms/A3/c06-unanswered-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
554	arms/A3/c06-unanswered-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
556	arms/A3/c06-unanswered-rw/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
559	arms/A3/c07-competing-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
562	arms/A3/c07-competing-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
564	arms/A3/c07-competing-ro/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
567	arms/A3/c07-competing-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
570	arms/A3/c07-competing-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
572	arms/A3/c07-competing-rw/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
575	arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
578	arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
580	arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-active	layout-open	semantic-held	1	0	1	1
583	arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
586	arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
588	arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-active	layout-open	semantic-held	1	0	1	1
591	arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
594	arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-needsattn	residual-fail	empty-state-copy vs empty	0	0	1	1
596	arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-active	layout-open	semantic-held	0	1	1	1
599	arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
602	arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-needsattn	residual-fail	empty-state-copy vs empty	0	0	1	1
604	arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-active	layout-open	semantic-held	0	1	1	1
607	arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
610	arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list-needsattn	residual-fail	empty-state-copy vs empty	0	0	1	1
612	arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list-active	layout-open	semantic-held	1	0	1	1
615	arms/A3/c10-524b-ordinary-ts-future-mtime-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
618	arms/A3/c10-524b-ordinary-ts-future-mtime-rw/consumers.tsv	list-needsattn	residual-fail	empty-state-copy vs empty	0	0	1	1
620	arms/A3/c10-524b-ordinary-ts-future-mtime-rw/consumers.tsv	list-active	layout-open	semantic-held	1	0	1	1
623	arms/A3b/c01-dead-over-stale-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
626	arms/A3b/c01-dead-over-stale-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	0	1	1
628	arms/A3b/c01-dead-over-stale-ro/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
631	arms/A3b/c01-dead-over-stale-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
634	arms/A3b/c01-dead-over-stale-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	0	1	1
636	arms/A3b/c01-dead-over-stale-rw/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
639	arms/A3b/c02-stale-over-waitinguser-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
642	arms/A3b/c02-stale-over-waitinguser-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
644	arms/A3b/c02-stale-over-waitinguser-ro/consumers.tsv	list-active	layout-open	semantic-held	1	0	1	1
647	arms/A3b/c02-stale-over-waitinguser-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
650	arms/A3b/c02-stale-over-waitinguser-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
652	arms/A3b/c02-stale-over-waitinguser-rw/consumers.tsv	list-active	layout-open	semantic-held	1	0	1	1
655	arms/A3b/c03-waitinguser-over-blocked-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
658	arms/A3b/c03-waitinguser-over-blocked-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
660	arms/A3b/c03-waitinguser-over-blocked-ro/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
663	arms/A3b/c03-waitinguser-over-blocked-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
666	arms/A3b/c03-waitinguser-over-blocked-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
668	arms/A3b/c03-waitinguser-over-blocked-rw/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
671	arms/A3b/c04-blocked-over-throttled-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
674	arms/A3b/c04-blocked-over-throttled-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
676	arms/A3b/c04-blocked-over-throttled-ro/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
679	arms/A3b/c04-blocked-over-throttled-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
682	arms/A3b/c04-blocked-over-throttled-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
684	arms/A3b/c04-blocked-over-throttled-rw/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
687	arms/A3b/c05-throttled-over-unanswered-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
690	arms/A3b/c05-throttled-over-unanswered-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
692	arms/A3b/c05-throttled-over-unanswered-ro/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
695	arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
698	arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
700	arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
703	arms/A3b/c06-competing-noclear-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
706	arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
708	arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
711	arms/A3b/c06-competing-noclear-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
714	arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-needsattn	layout-open	semantic-held	1	1	1	1
716	arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-active	residual-fail	empty-state-copy vs empty	0	0	1	1
719	arms/A4/c01-status-live-live/consumers.tsv	list	fixture-abort	no-capture				
721	arms/A4/c02-status-016b-live/consumers.tsv	list	fixture-abort	no-capture				
774	arms/A6/a6-threshold-fixed-clock/consumers.tsv	age10_list_needsattn	layout-open	semantic-held	0	1	1	1
776	arms/A6/a6-threshold-fixed-clock/consumers.tsv	age1799_list_needsattn	layout-open	semantic-held	0	1	1	1
778	arms/A6/a6-threshold-fixed-clock/consumers.tsv	age1800_list_needsattn	layout-open	semantic-held	1	1	1	1
780	arms/A6/a6-threshold-fixed-clock/consumers.tsv	age1801_list_needsattn	layout-open	semantic-held	1	1	1	1
782	arms/A6/a6-threshold-fixed-clock/consumers.tsv	age100000_list_needsattn	layout-open	semantic-held	1	1	1	1
786	arms/A7/a7-c01-meta-multi-equals-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
788	arms/A7/a7-c01-meta-multi-equals-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
791	arms/A7/a7-c01-meta-multi-equals-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
793	arms/A7/a7-c01-meta-multi-equals-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
796	arms/A7/a7-c02-meta-duplicate-key-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
798	arms/A7/a7-c02-meta-duplicate-key-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
801	arms/A7/a7-c02-meta-duplicate-key-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
803	arms/A7/a7-c02-meta-duplicate-key-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
806	arms/A7/a7-c03-meta-unknown-keys-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
808	arms/A7/a7-c03-meta-unknown-keys-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
811	arms/A7/a7-c03-meta-unknown-keys-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
813	arms/A7/a7-c03-meta-unknown-keys-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
816	arms/A7/a7-c04-healthy-baseline-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
818	arms/A7/a7-c04-healthy-baseline-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
821	arms/A7/a7-c04-healthy-baseline-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
823	arms/A7/a7-c04-healthy-baseline-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
826	arms/A7/a7-c05-meta-mode-000-ro/consumers.tsv	list	layout-open	semantic-held	0	1	1	1
828	arms/A7/a7-c05-meta-mode-000-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
831	arms/A7/a7-c05-meta-mode-000-rw/consumers.tsv	list	layout-open	semantic-held	0	1	1	1
833	arms/A7/a7-c05-meta-mode-000-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
836	arms/A7/a7-c06-goal-order-opposed-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
838	arms/A7/a7-c06-goal-order-opposed-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
841	arms/A7/a7-c06-goal-order-opposed-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
843	arms/A7/a7-c06-goal-order-opposed-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
846	arms/A7/a7-c07-goal-order-agreeing-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
848	arms/A7/a7-c07-goal-order-agreeing-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
851	arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
853	arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
856	arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
858	arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
861	arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
863	arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
866	arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
868	arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
871	arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
873	arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
876	arms/A7/a7-c10-branch-live-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
878	arms/A7/a7-c10-branch-live-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
881	arms/A7/a7-c10-branch-live-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
883	arms/A7/a7-c10-branch-live-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
886	arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	list	layout-open	semantic-held	0	1	1	1
888	arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
891	arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	list	layout-open	semantic-held	0	1	1	1
893	arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
896	arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
898	arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
901	arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
903	arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
906	arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
908	arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
911	arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
913	arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
916	arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
918	arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
921	arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
923	arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
926	arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
928	arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
931	arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
933	arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
936	arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
938	arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
941	arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
943	arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
946	arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
948	arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
951	arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
953	arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
956	arms/A7/a7-c18-405j-pair-all-empty-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
958	arms/A7/a7-c18-405j-pair-all-empty-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
961	arms/A7/a7-c18-405j-pair-all-empty-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
963	arms/A7/a7-c18-405j-pair-all-empty-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
966	arms/A9/a9-c01-no-events-ro-noserver/consumers.tsv	list	layout-open	semantic-held	0	1	1	1
968	arms/A9/a9-c01-no-events-ro-noserver/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
971	arms/A9/a9-c01-no-events-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
973	arms/A9/a9-c01-no-events-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
976	arms/A9/a9-c01-no-events-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
978	arms/A9/a9-c01-no-events-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
981	arms/A9/a9-c02-zero-byte-events-ro-noserver/consumers.tsv	list	layout-open	semantic-held	0	1	1	1
983	arms/A9/a9-c02-zero-byte-events-ro-noserver/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
986	arms/A9/a9-c02-zero-byte-events-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
988	arms/A9/a9-c02-zero-byte-events-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
991	arms/A9/a9-c02-zero-byte-events-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
993	arms/A9/a9-c02-zero-byte-events-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
996	arms/A9/a9-c03-meta-mode-000-ro-noserver/consumers.tsv	list	layout-open	semantic-held	0	1	1	1
998	arms/A9/a9-c03-meta-mode-000-ro-noserver/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
1001	arms/A9/a9-c03-meta-mode-000-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
1003	arms/A9/a9-c03-meta-mode-000-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
1006	arms/A9/a9-c03-meta-mode-000-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
1008	arms/A9/a9-c03-meta-mode-000-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
1011	arms/A9/a9-c04-malformed-event-ro-noserver/consumers.tsv	list	layout-open	semantic-held	0	1	1	1
1013	arms/A9/a9-c04-malformed-event-ro-noserver/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
1016	arms/A9/a9-c04-malformed-event-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
1018	arms/A9/a9-c04-malformed-event-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
1021	arms/A9/a9-c04-malformed-event-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
1023	arms/A9/a9-c04-malformed-event-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
1026	arms/A9/a9-c05-meta-absent-ro-noserver/consumers.tsv	list	layout-open	semantic-held	0	1	1	1
1028	arms/A9/a9-c05-meta-absent-ro-noserver/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
1031	arms/A9/a9-c05-meta-absent-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
1033	arms/A9/a9-c05-meta-absent-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
1036	arms/A9/a9-c05-meta-absent-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
1038	arms/A9/a9-c05-meta-absent-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
1041	arms/A9/a9-c06-healthy-control-ro-noserver/consumers.tsv	list	layout-open	semantic-held	0	1	1	1
1043	arms/A9/a9-c06-healthy-control-ro-noserver/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
1046	arms/A9/a9-c06-healthy-control-ro/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
1048	arms/A9/a9-c06-healthy-control-ro/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
1051	arms/A9/a9-c06-healthy-control-rw/consumers.tsv	list	layout-open	semantic-held	1	1	1	1
1053	arms/A9/a9-c06-healthy-control-rw/consumers.tsv	list-all	layout-open	semantic-held	1	1	1	1
